SampleNumber,Site,Start Depth (m),End Depth (m),CollectDate,Test,Param,Result,Results_Units,RepLimit,Instrument,Results_Method,AnalysisEmployee,AnalysisTime,Comments
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,Archive,Archive,,,,,ELA-Archive,,,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,Cations,Zn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,Chla,Chla,2.05,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,gmollot,10/7/2024 12:00:00 AM,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,DIC,DIC,37,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,cleclerc,8/13/2024 2:00:00 AM,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,Filtration,Volume filtered,,mL,,,ELA-Filtration,,,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,NH3,NH3-N,0,µg/L,2.2,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,8/13/2024 2:00:00 AM,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,NO2,NO2-N,0,µg/L,0.3,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,8/13/2024 2:00:00 AM,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,NO3,NO3-N,0,µg/L,1,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,8/13/2024 2:00:00 AM,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,Part C/N,Part N,,µg/L,10,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,Part P,Part P,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,,,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,pH,pH,6.37,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,cleclerc,8/13/2024 2:00:00 AM,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,Phytoplankton taxonomy,Total Biomass,,mg/m^3,1,Zeiss invertoscope inverted microscope,ELA-Phytoplankton taxonomy,,,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,SRSi,SRSi,0.496,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,ctaylor,11/11/2024 12:00:00 AM,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,TDN,TDN,343,µg/L,8.5,AutoAnalyzer 3,ELA-TDN/TDP,qmurdock,8/15/2024 2:00:00 AM,
2024081304-01,114 LA CB Epi,0,1.5,8/13/2024,TDP,TDP,3.5,µg/L,0.8,AutoAnalyzer 3,ELA-TDN/TDP,qmurdock,8/15/2024 2:00:00 AM,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,Alk,Alk,35.17,µEq/L,,MANTECH MT-100,ELA-MT100,cleclerc,8/13/2024 2:00:00 AM,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,Archive,Archive,,,,,ELA-Archive,,,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,Chla,Chla,2.83,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,gmollot,10/7/2024 12:00:00 AM,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,DIC,DIC,47,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,cleclerc,8/13/2024 2:00:00 AM,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,Filtration,Volume filtered,,mL,,,ELA-Filtration,,,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,NH3,NH3-N,0,µg/L,2.2,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,8/13/2024 2:00:00 AM,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,NO2,NO2-N,0,µg/L,0.3,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,8/13/2024 2:00:00 AM,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,NO3,NO3-N,0,µg/L,1,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,8/13/2024 2:00:00 AM,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,Part C/N,Part N,,µg/L,10,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,Part P,Part P,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,,,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,pH,pH,6.11,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,cleclerc,8/13/2024 2:00:00 AM,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,Phytoplankton taxonomy,Total Biomass,,mg/m^3,1,Zeiss invertoscope inverted microscope,ELA-Phytoplankton taxonomy,,,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,SRSi,SRSi,0.507,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,ctaylor,11/11/2024 12:00:00 AM,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,TDN,TDN,316,µg/L,8.5,AutoAnalyzer 3,ELA-TDN/TDP,qmurdock,8/15/2024 2:00:00 AM,
2024081304-02,114 LA CB Meta,2,3.5,8/13/2024,TDP,TDP,3.2,µg/L,0.8,AutoAnalyzer 3,ELA-TDN/TDP,qmurdock,8/15/2024 2:00:00 AM,
2024081304-03,114 LA CMP PE,,,8/13/2024,Zooplankton taxonomy,Total Biomass,,,,Zeiss invertoscope inverted microscope,ELA-Zootube,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Alk,Alk,50.87,µEq/L,,MANTECH MT-100,ELA-MT100,cleclerc,8/27/2024 2:00:00 AM,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Anions,Cl,,mg/L,,Shimadzu HIC-ESP,ELA-ClSO4,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Anions,SO4,,mg/L,,Shimadzu HIC-ESP,ELA-ClSO4,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Archive,Archive,,,,,ELA-Archive,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Cations,Zn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Chla,Chla,2.35,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,gmollot,10/10/2024 12:00:00 AM,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,DIC,DIC,42,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,cleclerc,8/27/2024 2:00:00 AM,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Filtration,Volume filtered,,mL,,,ELA-Filtration,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,NH3,NH3-N,5,µg/L,3.4,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,8/28/2024 2:00:00 AM,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,NO2,NO2-N,0,µg/L,0.6,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,8/28/2024 2:00:00 AM,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,NO3,NO3-N,0,µg/L,1.6,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,8/28/2024 2:00:00 AM,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Part C/N,Part N,,µg/L,10,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Part P,Part P,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,pH,pH,6.53,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,cleclerc,8/27/2024 2:00:00 AM,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,Phytoplankton taxonomy,Total Biomass,,mg/m^3,1,Zeiss invertoscope inverted microscope,ELA-Phytoplankton taxonomy,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,SRSi,SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,,,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,TDN,TDN,339,µg/L,51,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,9/12/2024 12:00:00 AM,
2024082704-01,114 LA CB Epi,0,3.25,8/27/2024,TDP,TDP,,µg/L,,AutoAnalyzer 3,ELA-TDN/TDP,,,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,Alk,Alk,52.61,µEq/L,,MANTECH MT-100,ELA-MT100,cleclerc,8/27/2024 2:00:00 AM,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,Archive,Archive,,,,,ELA-Archive,,,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,Chla,Chla,2.36,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,gmollot,10/10/2024 12:00:00 AM,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,DIC,DIC,68,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,cleclerc,8/27/2024 2:00:00 AM,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,Filtration,Volume filtered,,mL,,,ELA-Filtration,,,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,NH3,NH3-N,2,µg/L,3.4,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,8/28/2024 2:00:00 AM,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,NO2,NO2-N,0,µg/L,0.6,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,8/28/2024 2:00:00 AM,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,NO3,NO3-N,0,µg/L,1.6,AutoAnalyzer 3,ELA-NOxNH3,qmurdock,8/28/2024 2:00:00 AM,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,Part C/N,Part N,,µg/L,10,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,Part P,Part P,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,,,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,pH,pH,6.08,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,cleclerc,8/27/2024 2:00:00 AM,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,Phytoplankton taxonomy,Total Biomass,,mg/m^3,1,Zeiss invertoscope inverted microscope,ELA-Phytoplankton taxonomy,,,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,SRSi,SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,,,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,TDN,TDN,353,µg/L,51,AutoAnalyzer 3,ELA-TDN/TDP,bcooney,9/12/2024 12:00:00 AM,
2024082704-02,114 LA CB Meta,3.75,40,8/27/2024,TDP,TDP,,µg/L,,AutoAnalyzer 3,ELA-TDN/TDP,,,
2024082704-03,114 LA CMP PE,,,8/27/2024,Zooplankton taxonomy,Total Biomass,,,,Zeiss invertoscope inverted microscope,ELA-Zootube,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Alk,Alk,40.8,µEq/L,,MANTECH MT-100,ELA-MT100,ctaylor,10/9/2024 2:00:00 AM,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Anions,Cl,,mg/L,,Shimadzu HIC-ESP,ELA-ClSO4,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Anions,SO4,,mg/L,,Shimadzu HIC-ESP,ELA-ClSO4,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Archive,Archive,,,,,ELA-Archive,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Cations,Zn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Chla,Chla,2.71,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,gmollot,10/10/2024 12:00:00 AM,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,DIC,DIC,59,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,ctaylor,10/9/2024 2:00:00 AM,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Filtration,Volume filtered,,mL,,,ELA-Filtration,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,NH3,NH3-N,4,µg/L,10.3,AutoAnalyzer 3,ELA-NOxNH3,knandi,9/10/2024 2:00:00 AM,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,NO2,NO2-N,0,µg/L,1.1,AutoAnalyzer 3,ELA-NOxNH3,knandi,9/10/2024 2:00:00 AM,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,NO3,NO3-N,1,µg/L,2.9,AutoAnalyzer 3,ELA-NOxNH3,knandi,9/10/2024 2:00:00 AM,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Part C/N,Part N,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024091004-01,114 LA CB Epi,0,,9/10/2024,Part P,Part P,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,pH,pH,6.28,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,Phytoplankton taxonomy,Total Biomass,,mg/m^3,1,Zeiss invertoscope inverted microscope,ELA-Phytoplankton taxonomy,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,SRSi,SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,,,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,TDN,TDN,408,µg/L,32.7,AutoAnalyzer 3,ELA-TDN/TDP,knandi,9/23/2024 12:00:00 AM,
2024091004-01,114 LA CB Epi,0,4,9/10/2024,TDP,TDP,2.3,µg/L,1.5,AutoAnalyzer 3,ELA-TDN/TDP,knandi,9/23/2024 12:00:00 AM,
2024091004-03,114 LA CMP PE,,,9/10/2024,Zooplankton taxonomy,Total Biomass,,,,Zeiss invertoscope inverted microscope,ELA-Zootube,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Alk,Alk,58.7,µEq/L,,MANTECH MT-100,ELA-MT100,ctaylor,9/25/2024 12:00:00 AM,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Anions,Cl,,mg/L,,Shimadzu HIC-ESP,ELA-ClSO4,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Anions,SO4,,mg/L,,Shimadzu HIC-ESP,ELA-ClSO4,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Archive,Archive,,,,,ELA-Archive,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Cations,Zn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Chla,Chla,3.4,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,gmollot,10/18/2024 12:00:00 AM,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,DIC,DIC,49,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,ctaylor,9/24/2024 12:00:00 AM,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Filtration,Volume filtered,,mL,,,ELA-Filtration,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,NH3,NH3-N,1,µg/L,5.2,AutoAnalyzer 3,ELA-NOxNH3,knandi,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,NO2,NO2-N,0,µg/L,0.7,AutoAnalyzer 3,ELA-NOxNH3,knandi,9/24/2024 12:00:00 AM,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,NO3,NO3-N,2,µg/L,2,AutoAnalyzer 3,ELA-NOxNH3,knandi,9/24/2024 12:00:00 AM,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Part C/N,Part N,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Part P,Part P,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,pH,pH,6.24,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,ctaylor,9/24/2024 12:00:00 AM,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,Phytoplankton taxonomy,Total Biomass,,mg/m^3,1,Zeiss invertoscope inverted microscope,ELA-Phytoplankton taxonomy,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,SRSi,SRSi,,mg/L,0.003,Shimadzu UV1800 Scanning Spectrophotometer,ELA-SRSi,,,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,TDN,TDN,348,µg/L,66,AutoAnalyzer 3,ELA-TDN/TDP,knandi,10/9/2024 12:00:00 AM,
2024092403-01,114 LA CB Epi,0,3.75,9/24/2024,TDP,TDP,0.4,µg/L,0.7,AutoAnalyzer 3,ELA-TDN/TDP,knandi,10/9/2024 12:00:00 AM,
2024092403-03,114 LA CMP PE,,,9/24/2024,Zooplankton taxonomy,Total Biomass,,,,Zeiss invertoscope inverted microscope,ELA-Zootube,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Alk,Alk,36.8,µEq/L,,MANTECH MT-100,ELA-MT100,ctaylor,10/8/2024 12:00:00 AM,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Anions,Cl,,mg/L,,Shimadzu HIC-ESP,ELA-ClSO4,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Anions,SO4,,mg/L,,Shimadzu HIC-ESP,ELA-ClSO4,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Archive,Archive,,,,,ELA-Archive,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Cations,Ca,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Cations,Fe,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Cations,K,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Cations,Mg,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Cations,Mn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Cations,Mo,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Cations,Na,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Cations,Zn,,mg/L,,4210 Microwave Plasma Atomic Emission Spectrometer,ELA-Cations,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Chla,Chla,3.16,µg/L,0.5,Turner Designs Trilogy Fluorometer,ELA-Chla,ctaylor,10/17/2024 12:00:00 AM,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,DIC,DIC,49,µmol/L,,LI-850 LI-COR CO2/H20 Gas Analyzer,ELA-DIC,ctaylor,10/8/2024 12:00:00 AM,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,DOC,DOC,,µmol/L,,Elementar Enviro-TOC,ELA-DOC,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Filtration,Volume filtered,,mL,,,ELA-Filtration,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,NH3,NH3-N,8,µg/L,18,AutoAnalyzer 3,ELA-NOxNH3,knandi,10/8/2024 12:00:00 AM,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,NO2,NO2-N,0,µg/L,0.5,AutoAnalyzer 3,ELA-NOxNH3,knandi,10/10/2024 12:00:00 AM,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,NO3,NO3-N,1,µg/L,0.9,AutoAnalyzer 3,ELA-NOxNH3,knandi,10/10/2024 12:00:00 AM,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Part C/N,Part C,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Part C/N,Part N,,µg/L,,Elementar UNICUBE Organic Elemental Analyzer,ELA-PartCN,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,Part P,Part P,,µg/L,1,Shimadzu UV1800 Scanning Spectrophotometer,ELA-PartP,,,
2024100804-01,114 LA CB Epi,0,4,10/8/2024,pH,pH,6.44,SU,,Thermo Scientific Orion Star A211 pH Meter,ELA-pH,ctaylor,10/8/2024 12:00:00 AM,
